date,temperature,humidity,wind_speed,rainfall,weather_condition
2022-07-16,31.9,46.6,5.3,0.0,Sunny
2022-07-17,28.7,46.9,19.0,0.0,Sunny
2022-07-18,29.9,33.1,21.7,0.0,Sunny
2022-07-19,29.4,52.2,14.7,0.0,Sunny
2022-07-20,30.8,57.0,15.7,0.0,Sunny
2022-07-21,34.0,37.7,19.2,0.0,Sunny
2022-07-22,30.0,45.0,5.0,0.0,Sunny
2022-07-23,31.6,41.1,16.9,0.0,Sunny
2022-07-24,23.5,42.7,9.7,0.0,Sunny
2022-07-25,29.5,50.9,8.0,0.0,Sunny
2022-07-26,27.0,33.9,12.3,0.0,Sunny
2022-07-27,25.8,55.5,13.9,0.0,Sunny
2022-07-28,26.8,56.7,11.1,0.0,Sunny
2022-07-29,28.4,48.8,18.5,0.0,Sunny
2022-07-30,32.1,31.0,12.3,0.0,Sunny
2022-07-31,25.3,43.0,20.9,0.0,Sunny
2022-08-01,29.3,60.9,16.7,0.0,Sunny
2022-08-02,27.6,28.9,10.8,0.0,Sunny
2022-08-03,28.0,48.5,9.8,0.0,Sunny
2022-08-04,31.9,41.9,5.1,0.0,Sunny
2022-08-05,30.5,57.9,16.7,0.0,Sunny
2022-08-06,32.8,46.2,12.9,0.0,Sunny
2022-08-07,28.2,54.9,0.8,0.0,Sunny
2022-08-08,26.5,56.3,11.8,0.0,Sunny
2022-08-09,27.8,66.6,9.6,0.0,Sunny
2022-08-10,29.1,50.4,24.5,0.0,Sunny
2022-08-11,28.8,55.2,4.8,0.0,Sunny
2022-08-12,24.9,40.4,6.4,0.0,Sunny
2022-08-13,28.3,62.0,21.7,0.0,Sunny
2022-08-14,28.6,46.5,23.1,0.0,Sunny
2022-08-15,35.4,48.3,10.5,0.0,Sunny
2022-08-16,33.3,52.7,11.2,0.0,Sunny
2022-08-17,25.0,63.5,18.7,0.0,Sunny
2022-08-18,26.6,55.0,1.0,0.0,Sunny
2022-08-19,22.9,61.1,3.8,0.0,Sunny
2022-08-20,25.4,55.9,21.9,28.7,Rainy
2022-08-21,28.0,41.0,24.3,0.0,Sunny
2022-08-22,30.5,52.9,12.4,0.0,Sunny
2022-08-23,24.6,60.0,15.6,0.0,Sunny
2022-08-24,24.6,39.2,21.8,0.0,Sunny
2022-08-25,20.0,45.8,27.6,0.0,Sunny
2022-08-26,25.8,61.6,11.5,0.0,Sunny
2022-08-27,23.0,56.9,14.9,0.0,Sunny
2022-08-28,24.4,63.5,32.5,21.9,Stormy
2022-08-29,23.2,70.0,5.9,0.0,Sunny
2022-08-30,25.4,59.1,21.2,0.0,Sunny
2022-08-31,20.3,60.8,8.9,0.0,Sunny
2022-09-01,21.0,77.5,16.3,2.4,Cloudy
2022-09-02,31.6,54.3,13.5,0.0,Sunny
2022-09-03,21.2,49.8,9.3,0.0,Sunny
2022-09-04,21.6,59.8,9.1,0.0,Sunny
2022-09-05,30.2,60.1,16.7,0.0,Sunny
2022-09-06,33.3,52.6,21.0,0.0,Sunny
2022-09-07,20.9,48.8,14.2,0.0,Sunny
2022-09-08,23.1,75.7,15.4,0.0,Cloudy
2022-09-09,25.0,60.1,18.4,0.0,Sunny
2022-09-10,29.0,51.8,9.2,0.0,Sunny
2022-09-11,20.7,65.3,19.4,0.0,Sunny
2022-09-12,22.7,57.3,19.9,0.0,Sunny
2022-09-13,25.6,56.4,30.6,0.0,Sunny
2022-09-14,24.4,63.1,12.7,0.0,Sunny
2022-09-15,21.8,48.5,12.3,0.0,Sunny
2022-09-16,22.3,61.9,19.6,0.0,Sunny
2022-09-17,18.4,74.6,23.9,13.4,Rainy
2022-09-18,21.6,63.3,11.8,0.0,Sunny
2022-09-19,21.3,56.8,12.6,0.0,Sunny
2022-09-20,22.6,56.0,18.2,0.0,Sunny
2022-09-21,20.1,57.0,10.0,0.0,Sunny
2022-09-22,23.0,58.5,12.5,0.0,Sunny
2022-09-23,24.4,57.8,15.5,0.0,Sunny
2022-09-24,21.6,68.4,21.0,0.0,Sunny
2022-09-25,22.0,47.4,11.4,0.0,Sunny
2022-09-26,20.9,68.4,5.5,5.3,Rainy
2022-09-27,20.6,58.8,3.5,0.0,Sunny
2022-09-28,18.2,65.1,7.4,0.0,Sunny
2022-09-29,21.1,53.3,7.1,0.0,Sunny
2022-09-30,19.7,73.2,14.1,0.0,Cloudy
2022-10-01,26.0,72.8,11.6,12.5,Rainy
2022-10-02,24.3,70.7,10.8,0.0,Cloudy
2022-10-03,20.5,51.2,10.4,0.0,Sunny
2022-10-04,16.8,70.2,12.4,0.0,Cloudy
2022-10-05,15.6,67.1,22.9,0.0,Sunny
2022-10-06,22.3,51.3,19.0,0.0,Sunny
2022-10-07,19.3,64.2,24.3,30.7,Rainy
2022-10-08,19.8,67.5,12.2,0.0,Sunny
2022-10-09,12.9,69.3,14.0,5.4,Rainy
2022-10-10,20.7,66.5,18.2,4.3,Sunny
2022-10-11,19.1,67.7,18.5,0.0,Sunny
2022-10-12,14.2,77.4,9.6,0.0,Cloudy
2022-10-13,15.9,75.7,15.2,0.0,Cloudy
2022-10-14,17.9,43.2,2.8,0.0,Sunny
2022-10-15,17.0,63.9,16.3,0.0,Sunny
2022-10-16,15.8,65.4,19.6,0.0,Sunny
2022-10-17,16.1,52.9,13.3,0.0,Sunny
2022-10-18,15.5,67.9,25.9,0.0,Sunny
2022-10-19,16.5,77.4,16.4,22.2,Rainy
2022-10-20,20.3,59.0,15.7,0.0,Sunny
2022-10-21,7.9,70.6,22.4,25.3,Rainy
2022-10-22,14.7,60.9,16.2,6.1,Rainy
2022-10-23,15.8,63.1,14.3,0.0,Sunny
2022-10-24,15.9,80.5,15.6,0.0,Cloudy
2022-10-25,13.7,64.6,23.4,11.0,Rainy
2022-10-26,9.4,72.9,25.3,6.7,Rainy
2022-10-27,15.4,54.5,15.0,0.0,Sunny
2022-10-28,19.4,84.6,19.9,0.0,Cloudy
2022-10-29,9.4,74.8,10.8,0.0,Cloudy
2022-10-30,16.4,68.7,19.6,0.0,Sunny
2022-10-31,12.7,75.0,10.4,0.0,Cloudy
2022-11-01,13.3,59.4,21.5,0.0,Sunny
2022-11-02,10.1,80.4,30.9,8.9,Rainy
2022-11-03,12.1,68.5,14.3,0.0,Sunny
2022-11-04,16.8,69.7,1.8,0.0,Sunny
2022-11-05,14.5,67.7,11.7,0.0,Sunny
2022-11-06,17.7,67.2,22.4,0.0,Sunny
2022-11-07,15.9,77.6,15.7,6.0,Rainy
2022-11-08,13.5,74.3,16.5,0.0,Cloudy
2022-11-09,17.2,77.7,21.1,0.0,Cloudy
2022-11-10,13.1,72.7,17.9,0.0,Cloudy
2022-11-11,14.1,77.1,22.3,0.0,Cloudy
2022-11-12,10.6,69.8,20.5,0.0,Sunny
2022-11-13,11.5,91.2,29.5,17.9,Rainy
2022-11-14,9.0,61.1,21.0,12.7,Rainy
2022-11-15,13.9,83.9,20.4,0.0,Cloudy
2022-11-16,7.2,85.0,15.7,2.1,Cloudy
2022-11-17,13.0,67.4,11.4,0.0,Sunny
2022-11-18,9.9,92.3,25.2,0.0,Cloudy
2022-11-19,13.8,82.6,16.8,1.8,Cloudy
2022-11-20,12.4,82.6,21.4,5.2,Rainy
2022-11-21,15.4,75.2,15.7,0.0,Cloudy
2022-11-22,12.0,73.5,11.5,0.0,Cloudy
2022-11-23,5.0,73.7,15.1,0.0,Cloudy
2022-11-24,9.3,78.7,23.6,0.0,Cloudy
2022-11-25,5.9,87.0,19.7,4.6,Cloudy
2022-11-26,7.7,77.4,4.7,0.0,Cloudy
2022-11-27,13.6,68.8,14.2,1.6,Sunny
2022-11-28,10.9,82.9,25.7,0.0,Cloudy
2022-11-29,6.7,83.8,13.7,0.0,Cloudy
2022-11-30,5.7,81.9,4.2,0.0,Cloudy
2022-12-01,8.7,82.7,28.9,8.3,Rainy
2022-12-02,4.8,74.8,20.9,5.9,Rainy
2022-12-03,6.3,69.7,16.2,5.5,Rainy
2022-12-04,17.6,70.3,12.8,0.0,Cloudy
2022-12-05,11.5,64.3,21.5,0.0,Sunny
2022-12-06,9.8,79.4,12.7,3.2,Cloudy
2022-12-07,1.0,77.0,21.9,0.0,Cloudy
2022-12-08,8.7,74.3,18.3,0.0,Cloudy
2022-12-09,7.9,54.3,20.9,14.8,Rainy
2022-12-10,8.8,68.1,18.3,8.0,Rainy
2022-12-11,12.3,87.2,14.5,2.0,Cloudy
2022-12-12,1.2,73.0,21.3,0.0,Cloudy
2022-12-13,5.5,81.3,9.8,0.0,Cloudy
2022-12-14,8.9,67.4,5.3,0.0,Sunny
2022-12-15,2.3,90.2,18.7,0.0,Cloudy
2022-12-16,11.4,77.6,18.8,0.0,Cloudy
2022-12-17,8.0,81.2,17.9,0.0,Cloudy
2022-12-18,9.4,97.6,17.4,0.0,Cloudy
2022-12-19,5.0,91.2,13.1,0.0,Cloudy
2022-12-20,9.1,76.7,19.7,0.0,Cloudy
2022-12-21,9.8,74.5,14.7,0.0,Cloudy
2022-12-22,7.3,76.7,12.1,0.0,Cloudy
2022-12-23,7.2,83.5,13.1,0.0,Cloudy
2022-12-24,7.2,78.6,27.1,0.0,Cloudy
2022-12-25,3.8,76.4,4.6,0.0,Cloudy
2022-12-26,5.9,91.3,18.0,0.0,Cloudy
2022-12-27,5.8,78.7,4.9,0.0,Cloudy
2022-12-28,7.4,98.1,15.8,4.7,Cloudy
2022-12-29,9.2,80.5,12.4,0.0,Cloudy
2022-12-30,3.0,94.1,2.5,0.0,Cloudy
2022-12-31,5.8,82.7,17.3,0.0,Cloudy
2023-01-01,10.6,87.6,16.1,11.3,Rainy
2023-01-02,3.9,74.1,2.4,0.0,Cloudy
2023-01-03,3.6,73.1,20.0,0.0,Cloudy
2023-01-04,6.6,83.6,23.6,0.0,Cloudy
2023-01-05,8.6,87.9,23.9,0.0,Cloudy
2023-01-06,6.0,80.3,17.2,0.0,Cloudy
2023-01-07,10.0,69.7,15.3,0.0,Sunny
2023-01-08,8.6,69.1,26.1,10.5,Rainy
2023-01-09,8.5,68.6,25.1,0.0,Sunny
2023-01-10,7.7,65.9,21.8,0.0,Sunny
2023-01-11,13.0,80.9,9.4,0.0,Cloudy
2023-01-12,5.4,89.0,16.2,0.0,Cloudy
2023-01-13,0.0,79.9,17.6,0.0,Cloudy
2023-01-14,10.9,61.9,4.1,0.0,Sunny
2023-01-15,4.7,78.4,20.4,8.6,Rainy
2023-01-16,6.4,78.6,28.6,0.0,Cloudy
2023-01-17,10.0,96.6,18.8,0.0,Cloudy
2023-01-18,1.3,68.2,26.0,7.2,Rainy
2023-01-19,2.4,76.6,16.1,0.0,Cloudy
2023-01-20,1.4,93.4,21.8,24.1,Rainy
2023-01-21,3.9,83.3,17.3,0.0,Cloudy
2023-01-22,7.6,84.1,11.5,4.5,Cloudy
2023-01-23,7.9,80.5,12.1,0.0,Rainy
2023-01-24,7.2,82.1,24.5,6.4,Rainy
2023-01-25,2.2,85.6,23.2,0.0,Cloudy
2023-01-26,-0.4,72.9,9.1,0.0,Cloudy
2023-01-27,6.8,86.3,20.8,0.0,Cloudy
2023-01-28,5.2,68.2,14.5,0.0,Sunny
2023-01-29,8.1,81.7,15.7,8.4,Rainy
2023-01-30,8.9,80.4,19.4,5.3,Rainy
2023-01-31,7.3,74.0,24.4,11.3,Rainy
2023-02-01,9.2,78.6,15.5,0.0,Cloudy
2023-02-02,7.7,73.7,25.6,7.2,Rainy
2023-02-03,8.7,70.0,16.9,0.0,Sunny
2023-02-04,5.1,75.7,18.7,0.0,Cloudy
2023-02-05,6.8,69.5,17.0,23.3,Rainy
2023-02-06,8.0,80.8,30.5,8.3,Rainy
2023-02-07,10.0,68.9,25.0,23.9,Rainy
2023-02-08,6.4,83.7,19.3,0.0,Cloudy
2023-02-09,9.3,68.4,5.4,0.0,Sunny
2023-02-10,7.0,73.2,10.1,0.0,Cloudy
2023-02-11,7.6,72.6,22.4,0.0,Cloudy
2023-02-12,10.5,88.1,16.7,0.0,Cloudy
2023-02-13,2.2,80.0,3.5,0.0,Cloudy
2023-02-14,4.4,75.5,21.2,0.0,Cloudy
2023-02-15,3.9,81.0,11.7,0.0,Cloudy
2023-02-16,1.5,60.0,23.5,0.0,Sunny
2023-02-17,6.6,76.4,14.5,0.0,Cloudy
2023-02-18,11.0,92.5,16.2,0.0,Cloudy
2023-02-19,8.0,77.4,22.1,0.0,Cloudy
2023-02-20,9.6,76.7,18.9,30.8,Rainy
2023-02-21,12.4,80.4,9.0,0.0,Cloudy
2023-02-22,17.6,83.0,13.8,0.0,Cloudy
2023-02-23,9.3,59.7,22.3,0.0,Rainy
2023-02-24,13.7,62.0,7.0,0.0,Sunny
2023-02-25,10.0,77.0,5.0,0.0,Cloudy
2023-02-26,7.4,69.4,22.4,0.0,Rainy
2023-02-27,8.3,85.4,11.4,0.0,Cloudy
2023-02-28,5.8,72.2,12.6,0.0,Cloudy
2023-03-01,7.7,59.1,3.9,0.0,Sunny
2023-03-02,9.5,64.2,15.7,16.0,Rainy
2023-03-03,13.1,52.1,15.0,0.0,Sunny
2023-03-04,16.0,72.0,20.6,0.0,Cloudy
2023-03-05,6.9,72.2,12.1,5.6,Rainy
2023-03-06,12.4,70.1,24.9,0.0,Cloudy
2023-03-07,8.2,81.9,13.0,0.0,Rainy
2023-03-08,13.0,82.7,11.9,3.4,Cloudy
2023-03-09,11.3,71.5,24.2,0.0,Cloudy
2023-03-10,6.4,55.6,16.3,0.0,Sunny
2023-03-11,14.9,77.3,11.7,0.0,Cloudy
2023-03-12,10.4,76.6,14.1,0.0,Cloudy
2023-03-13,10.8,74.4,23.1,0.0,Cloudy
2023-03-14,9.4,79.6,27.7,12.9,Rainy
2023-03-15,10.8,62.2,10.4,1.0,Sunny
2023-03-16,14.3,87.3,18.1,11.1,Rainy
2023-03-17,12.6,63.3,15.5,0.0,Sunny
2023-03-18,14.4,76.8,11.1,6.7,Rainy
2023-03-19,14.6,57.0,16.6,6.5,Rainy
2023-03-20,17.6,62.9,15.5,1.7,Sunny
2023-03-21,12.9,82.2,21.8,0.0,Cloudy
2023-03-22,9.7,67.7,22.2,0.0,Sunny
2023-03-23,17.5,76.3,13.0,0.0,Cloudy
2023-03-24,13.5,71.2,13.7,0.0,Cloudy
2023-03-25,18.1,68.2,19.0,0.0,Sunny
2023-03-26,16.1,79.7,15.9,14.8,Rainy
2023-03-27,14.7,66.7,18.5,0.0,Sunny
2023-03-28,16.4,54.1,16.6,6.9,Rainy
2023-03-29,21.4,61.7,15.7,0.0,Sunny
2023-03-30,22.0,72.2,9.3,0.0,Cloudy
2023-03-31,16.2,70.7,23.7,0.0,Cloudy
2023-04-01,16.6,54.8,14.1,0.0,Sunny
2023-04-02,19.6,61.3,24.8,0.0,Sunny
2023-04-03,14.0,62.1,11.9,0.0,Sunny
2023-04-04,17.8,63.6,16.7,0.0,Sunny
2023-04-05,16.9,55.3,29.4,0.0,Sunny
2023-04-06,18.1,61.0,8.7,0.0,Sunny
2023-04-07,14.9,59.9,4.2,1.9,Sunny
2023-04-08,17.6,71.7,22.7,0.0,Cloudy
2023-04-09,11.6,71.7,10.0,0.0,Cloudy
2023-04-10,14.6,63.8,14.9,0.0,Sunny
2023-04-11,16.8,61.6,11.5,0.0,Sunny
2023-04-12,17.5,65.6,16.6,0.0,Sunny
2023-04-13,24.4,57.7,9.3,0.0,Sunny
2023-04-14,22.1,54.8,13.9,0.0,Sunny
2023-04-15,16.1,56.2,17.7,0.0,Sunny
2023-04-16,20.3,58.4,9.0,0.0,Sunny
2023-04-17,18.2,53.9,15.7,0.0,Sunny
2023-04-18,18.8,64.2,12.9,0.0,Sunny
2023-04-19,20.4,68.5,6.4,0.0,Sunny
2023-04-20,21.9,49.7,12.5,0.0,Sunny
2023-04-21,19.2,62.4,18.4,9.0,Rainy
2023-04-22,23.7,60.2,15.7,0.0,Sunny
2023-04-23,17.2,64.4,13.4,0.0,Sunny
2023-04-24,20.9,61.3,14.9,0.0,Sunny
2023-04-25,28.9,49.5,11.1,0.0,Sunny
2023-04-26,21.9,50.8,19.1,0.0,Sunny
2023-04-27,25.8,60.9,23.6,0.0,Sunny
2023-04-28,21.9,68.7,12.2,0.0,Sunny
2023-04-29,23.6,42.5,17.9,0.0,Sunny
2023-04-30,21.9,62.7,13.6,0.0,Sunny
2023-05-01,21.7,69.2,17.2,0.0,Sunny
2023-05-02,20.1,58.2,24.4,0.0,Sunny
2023-05-03,23.9,63.6,18.1,0.0,Sunny
2023-05-04,20.3,53.4,4.4,0.0,Sunny
2023-05-05,25.0,57.8,17.7,0.0,Sunny
2023-05-06,26.4,45.5,22.4,0.0,Sunny
2023-05-07,24.5,39.5,13.7,0.0,Sunny
